sentence1,sentence2,label,id
A man is getting a shave in a barber shop.,The barber shop is closed for remodeling.,2,snli_391372
Two girls are barefoot and splashing in the water.,There were three girls in the water,2,snli_526430
have a nice you too,Thank you so much.,1,mnli_10211
no i'm in San Antonio,I'm in Miami right now,2,mnli_328342
"Since April 1999, as the result of program mergers, Legal Services of Northern California has been the sole LSC-funded provider for the entire region, with nine offices covering 23 counties.",The Legal Services of Northern California has nine offices.,1,mnli_191320
A busy place with work men standing around.,A man running on the beach.,2,snli_79820
Spectators are taking pictures of a bicycle race.,A crowd using their cameras,0,snli_531974
Two field hockey players with their sticks in the air,People are playing sports.,0,snli_435125
This CIO believes that money is not the only motivator for IT staff.,This CIO believes that IT staff are motivated by factors other than money.,0,mnli_123667
A woman gestures at a party.,A woman is sitting alone with her hands in her lap.,2,snli_498907
The elegant 18th-century monastery buildings are now Caen's town hall.,Caen's town hall was formed from the elegant monastery buildings.,0,mnli_185827
A man is floating on a small boat down a city water street.,A man attempts to make the best of a flood,1,snli_500855
"As they walked, the four boys, the town's militia Ca'daan had called them, joined on their eastern flank.",The four boys joined on the eastern flank.,0,mnli_131650
"A girl wearing a yellow hat is lying down on a blue floor, and there is another child sitting in a chair next to her.",There is nothing on the girl's head.,2,snli_56280
All the people on the boat is taking in the excellent view.,Some people are on a sailboat.,1,snli_131449
"So now it can't be done until to-morrow, finished Cynthia. ",Cynthia said it couldn't be done until tomorrow. ,0,mnli_82369
"Me...were th' Old Man poundin' th' hills flat lookin' for me, I'd crawl th' nearest bronc an' make myself as scarce as a snake's two ears.""Nye shrugged.",I would make myself scarce if the old man were looking for me.,0,mnli_108573
A man paint spattered clothing talks on a mobile phone.,There is a Male in this picture,0,snli_484761
"On 19 June 1566, in the royal apartments in Edinburgh Castle, Mary gave birth to a son, Prince James.",Prince James was born in 1501 in a farm house.,2,mnli_107025
People smiling as they get wet with water.,Some people frown as they sit in a meeting.,2,snli_311722
The two men calmly paddled the long boat in the sunset by the beach.,The men are taking a boat ride.,0,snli_82393
"From St. Andre's Square, it is only a short walk north to Queen Street, where you will find the Scottish National Portrait Gallery on the corner.",The Scottish National Portrait is only about 20 meters away from St. Andre's Square.,1,mnli_389360
"And if his character is as bad as some Republicans contend, there's no reason for them to think he would hesitate to do so.",Some Republicans say he is a terrible person.,0,mnli_298329
A baseball player dives for a catch but is too late.,The ball makes it past as the player is on the ground.,0,snli_56639
Undressed man putting pants on.,A man putting his pants on.,0,snli_87827
A red-haired woman is dancing with a man in a red cap in front of an outdoor orchestra and a Russian sign.,They are dancing alone with no musical accompaniment.,2,snli_548562
"Three women are singing, and being photographed.",Three women being photographed are singing.,0,snli_295061
"The adjoining Museum National d'Histoire Naturelle has done a fine job of renovating its venerable exhibits of fossils, skeletons, butterflies, and mineral samples.",The adjoining Museum National d'Histoire Naturelle has done a fine renovating job. ,0,mnli_284804
Three women are dancing in a bamboo forest.,Three women are outdoors.,0,snli_201278
Talk about toil and trouble ...,Ask questions about hard labor.,1,mnli_375570
a black and a cream dog run through a field in front of a blue house,Two dogs were sleeping on wither end of the sofa.,2,snli_473783
"The oldest, facing south and telling the story of John the Baptist, were designed by Andrea Pisano in 1330.",John the Baptist's story is being told by the oldest.,0,mnli_161571
A shirtless man standing on the edge of a stream.,The shirtless man is sitting on the side of a building.,2,snli_132898
A speed cyclist goes around a track with judges observing.,A cyclist is sitting in the stand with the judges.,2,snli_18111
A man in a dark jacket looking down.,The man is looking over a clift.,1,snli_381184
"The market is open from Monday to Saturday from early in the morning until late afternoon; the best time to visit is on a Friday or Saturday, when fishermen, farmers, and traders from all over the island pour into town.","From early morning to late afternoon, Monday to Saturday, the market is open.",0,mnli_252697
A girl is smiling at the camera with a crowd of people behind her.,Someone is smiling.,0,snli_73619
It was all I could do to hang on.,"I had no other option, save for doing that to stay alive.",1,mnli_242264
"'Good,' the Fat Man grunted.",The man wanted to go home.,1,mnli_154920
The methods for this calculation are similar to the procedure for recreational benefits.,The calculation method is totally different from recreational benefits. ,2,mnli_80326
"The roofs of all the buildings were flat, with loopholed parapets to be manned at need.",Every building had a steeply-angled roof.,2,mnli_210628
A man running in a race while spectators watch on a very sunny day.,A man runs in a race while people watch,0,snli_289503
Young men are in a blue car driving.,There are some men in this picture,0,snli_232474
A small boy playing the piano.,The boy is playing an instrument.,0,snli_111067
Considerable attention would be paid to demand and to prices that could be charged successfully.,No attention would be paid to either demand or the prices that could be charged successfully.,2,mnli_201680
Four girls in blue perform on a basketball court in front of a crowd.,Four girls in red perform on a basketball court in front of a crowd.,2,snli_297774
The girl in the back is wearing a black shirt.,The girl has a black shirt on.,0,snli_58518
"Five men, one wearing a white shirt standing on something, hanging up a picture of a child.",Five men are helping a child to hang a picture.,2,snli_1687
A man making the cravat to his best friend.,Two humans.,0,snli_341865
A girl in a white dress high up hanging from straps.,A girl in a white dress dangling from a tree.,1,snli_117329
"While those who sacrifice to save now can themselves enjoy higher consumption in the future, some of the resulting increase in the nation's capital stock and the related income will also benefit future generations.",There is no evidence that saving early can affect the amount of money in the nation's capital stocks.,2,mnli_385423
Man with a large stomach sitting at a bar watching television.,A fat man is sitting.,0,snli_29676
In a crowded concert a man in white is approaching the main singer who is wearing a yellow shirt.,A man in red attempts to murder the singer.,2,snli_43346
Note on the Personal Saving Rate.,The note was about the rising costs.,1,mnli_115056
let me move as far away as possible,I need to get as far away as I can;,0,mnli_130090
A young child jumping on the bed as a man looks the other way.,There is a kid hopping on the furniture while a man looks away.,0,snli_146280
A man wearing very little clothing is doing a jump on a red bicycle.,There is a person doing a trick on a bike.,0,snli_237349
"A person, wearing a white shirt, is bowling at a bowling alley.","A person, in a white shirt, is bowling in a league.",1,snli_391839
two men working in a service tunnel.,They are replacing burned out lights.,1,snli_17377
Two guys in a boat sailing along the ocean.,Two men are piloting a jet aircraft.,2,snli_111243
Two workers are walking around a construction site.,Two men are at a construction job.,0,snli_438580
Three people in jackets standing at the bottom of a large rock formation.,Three people naked posing against rocks.,2,snli_196761
Two men playing stringed instruments.,Two guys are playing saxophones.,2,snli_530175
Young boy running in the dirt with a small handheld shovel.,The boy is running from zombies and only has a shovel to defend himself.,2,snli_53624
A skier wearing yellow and black is airborne.,The Olympic skier is airborne.,1,snli_92345
Woman sitting alone with drink on a bench as people walk by.,A person standing at a cafe drinking coffee.,2,snli_468422
"Two girls looking out of an airport window, one with her mouth open in amazement.",Two girls are at an airport and spot their parents plane come in,1,snli_310316
but at the moment we're using the China cups and everybody gets one at the beginning of the year and then uh you're supposed to keep it recycled every day,The China cups come in a choice of three colors.,1,mnli_368281
and i remember hearing an interview with uh who was it the man who invented Hawaiian Tropic,I recall hearing an interview with the man who invented Hawaiian Tropic.,0,mnli_174953
A boy with a brown shirt is holding onto a person with a white shirt around a spray of water.,Both persons are wearing shirts.,0,snli_387803
"Importantly, opinion level of reporting on internal controls over financial reporting will be required by the Sarbanes-Oxley accounting reform legislation that was passed in July 2002.",The Sarbanes-Oxley accounting reform legislation did nothing to external controls.,1,mnli_134015
"It has an excellent beach, and bistrosen the port serve excellent seafood.",It is a great tourist destination. ,0,mnli_234795
they're a pretty tree but you just when you walk up to them they're covered with thorns so we're going to get a chain saw and we're going to limb limb it extensively so it the trees up overhead,They're a gorgeous tree however they are covered in thorns and we are going to limb it with a chain saw.,0,mnli_132134
oh right but uh i was i was just amazed there's this one place called CC's pizza,I was amazed by the name of this pizza joint.,0,mnli_146760
Two people climbing up a snowy mountain.,There are people outside on a mountain.,0,snli_15780
There was little need for the test.,The test was very necessary and crucial.,2,mnli_227609
yeah i i never knew that i never even thought that they would have CNN on in Taiwan,They have CNN in China,1,mnli_265779
They care about the performance of the computer.,They don't give a crap about the computer or its performance. ,2,mnli_94558
2a price for basic mail as composed of a group of mailers paying 33.,the 3a price of mail is lower than the 2a price.,1,mnli_155026
"IRS  IRS Faces Challenges as it Restructures the Office of the Taxpayer Advocate ( GAO/GGD-99-124, July 15, 1999).",The IRS can continue as normal.,2,mnli_203503
A man with blue jeans and glasses stands playing a guitar in a room with two chairs.,A man is sitting home,2,snli_335025
A woman wearing a kimono is walking along a busy street.,A woman sits in a quiet cafe.,2,snli_97965
Oklahoma University's Sooners football team playing against a rival.,Their is a football game going on.,0,snli_310937
A man wearing a green bandanna around his face works on a yellow machine.,The man is holding a wrench.,1,snli_345508
um i'm i'm concerned about whether or not that causes fractiousness i guess,I am worried that this will cause lawlessness.,0,mnli_74053
How Can the Poor Save?,The poor don't need money.,2,mnli_138532
yeah i mean women go all i mean what i've seen like you know they like to wear something different every day and for me it's like people know how i dress and we we have you know like the gym here,I'm not like that cliched image of the woman who has a new outfit on each time she steps out of the house.,1,mnli_31276
A dark-skinned child blowing some bubbles using his mouth.,An albino child is blowing bubbles in the bathtub.,2,snli_33867
"A middle-aged man sitting in a chair holding a drink, sleeping.",The man is by himself.,1,snli_29145
going to be necessarily workable but it would be uh one way,It's the only way and it will definitely work.,2,mnli_276014
A street musician in a red jacket and sweatpants plays guitar while pedestrians walk past.,There are multiple people present.,0,snli_115341
Scientific literature on the health effects of air pollutants provides the source of these concentration-response functions.,There are no pieces of literature that suggest that there are any effects created by air pollutants.,2,mnli_373636
"A rice-planting ceremony is held in mid-March, during which the shrine's sacred rice field is symbolically replanted.","During the rice planting ceremony, over a thousand pounds of rice is planted.",1,mnli_322257
A man is sitting near a shore staring down while holding something black.,The man is staring down the shore and holding a blck kitten in his hands.,1,snli_328781
Musicians performing for children.,Children are listening to music,0,snli_55793
"If you want to be a really big Fish, you can become a cohost of this event by committing to raise $5,000, which will get you into a special VIP reception with the governor, the e-mail said.","No matter how much money you raise, you cannot meet the governor.",2,mnli_248526
"This brings me to Myth Number  The Postal Service cannot close a post office without first obtaining the approval of the Postal Rate Commission, which supposedly takes four years.",The Post Office is forbidden from ever attempting to close any office.,2,mnli_218569
The first row shows the bill/payment mail that comes from the HH-to-NHH (Household-to-Non-household) sector.,Household to nonhousehold mail is found in row 1.,0,mnli_45613
"Although all the facts are not known, it is perplexing how such a basic error involving billions of dollars could go undetected by the auditors.",A billion-dollar error was undetected by the auditors. ,0,mnli_126348
A bunch of kids are riding on a little train.,A guy waits for the midnight train.,2,snli_398689
Two women hikers are looking out over a scenic bridge.,cars are continue running on bridge,1,snli_174771
"A black man with sunglasses on his head, wearing a brown apron with a knife in his hand looking at chopped up food.",A man with pink sunglasses looking at chopped up nuts.,1,snli_174110
"evaluator collects more information, as required by the specifications from the think cycle.",Evaluator's main role is to collect more information as required by the think cycle specifications.,1,mnli_263644
A woman looking over a cement wall pondering a thought.,The woman is looking over the wall to see if anyone passes by.,0,snli_187174
These people are walking in a crowd of people.,man and women are walking in the crowd.,0,snli_409129
A carpenter wearing a tool belt and red cap bends over to pick up a 2 X 4 while several young people which include a boy wearing a green Vans T-shirt and a girl wearing a white T-shirt and jeans stand around the construction site.,A carpenter is picking up a 2 by 4 while young people are watching.,0,snli_119377
Boy in green tunic on rock wall.,A boy on a rock wall is in a green tunic.,0,snli_485667
"Further, the information required to be reported by these standards goes beyond that customarily accompanying financial reports of governments or commercial enterprises.","The new standards will require companies to file all information related to earnings per share on all classes of stock, along with their annual financial statements. ",1,mnli_371114
everybody likes his speed but he can't catch the ball,"He can run fast, but he can't catch. ",0,mnli_116916
"Armed with an entry permit, visitors make first for the park headquarters, 300 km (187 miles) northeast of the national capital by road via Jerantut and 60 km (37 miles) by motor-powered longboat from Kuala Tembeling.",The entry permit for the park is expensive. ,1,mnli_30030
A mailer in New York could be sending mail to Los Angeles.,A mailer in NY might accidentally sent mail and items to LA.,1,mnli_277876
Man sweeping the street outside.,A man sweeps the road.,1,snli_380410
"A very young boy in a black jacket, jeans, and tennis shoes holds himself at the top of a slide, waiting to go down.",The boy is taking a nap.,2,snli_416000
A group of people walking down the street during the day.,A group of people are warching a soccer match.,2,snli_292772
Tourists riding a double decker bus with people watching them from an office window.,People are on a bus tour.,0,snli_447370
better for companies to do these things get involved in it without huge cost to them because obviously no one wants to spend a lot of money just to deal with trash  you know,No one wants to pay $70 for garbage disposal.,1,mnli_132142
Two little girls play around an old abandoned building.,Children play around a dangerous building.,0,snli_114761
"Specifically, it contains the 4 overall goals and 11 practices we identified as critical for building a worldclass finance organization.",The overall goals and practices critical for building a worldclass finance organization are contained in it.,0,mnli_107788
and i loved that,I did not like that much.  ,2,mnli_127071
Two helmeted police officers on horseback turn back towards the direction of the camera.,Two police officers on horseback are being filmed by the evening news.,1,snli_185876
"They seemed to enjoy it, and it was extremely helpful to us.",It was not helpful to us in the slightest.,2,mnli_320583
"Legal services clients are as diverse as our nation, encompassing all races, ethnic groups and ages.","Legal service clients are incredibly diverse, and include members of all races, ethnicities, and age groups.",0,mnli_200881
"Year-end figures show the murder rate continued falling in 1996; among the factors cited are gun-control laws, more criminals locked away in prison, and more cops on the beat.",Mid-year figures showed the murder rate falling in 1996.,1,mnli_146538
A man wearing a black shirt is sitting by himself at a deli or restaurant.,A man is ordering a ham sandwich.,1,snli_99318
There are also important links between national saving and investment and the international sector.,The international sector is growing quickly.,1,mnli_30491
"Consequently, there is no evidence in EPA's filing of OIRA's comments on, approval or disapproval of, the agency's information collection requirements.",There is plethora of evidence in EPA's filling of OIRA's comments.,2,mnli_114826
A man wearing a yellow shirt riding a unicycle and juggling pins performing in front of a group of young children and some adults.,The man has trained for many years.,1,snli_106783
A woman in a black shirt laughs at a joke.,A sad woman in a black shirt laughs at a joke.,1,snli_112143
A boy in a white shirt prepares to hit a ball thrown by a boy in a green shirt in an empty parking lot.,"Two boys were playing ball, possibly baseball, on a parking lot.",1,snli_29195
"In a variation of the preceding, one agency proposed to implement a statistical sampling process where the sample limitation was increased from $2,500 to $25,000, the same limitation for fast pay.","Fast pay has a limit of $1,000.",2,mnli_295260
A cyclist is performing a jump near to a railing and a brick wall.,A cyclist is performing a trick.,1,snli_41447
A young woman was struggling with an older man.,The woman and the man ate peacefully together.,2,mnli_324367
"I couldn't, thank you, Sir James.",Sir James is grateful for what I have done.,2,mnli_163890
i don't know i guess that's it say hi to Pittsburgh if you're,I live in Pittsburg now.,2,mnli_59669
A group of basketball players wearing yellow and green reach for a ball.,The group of people are on the same team.,0,snli_317212
"Lindbergh openly admired Hitler, cozied up to Hermann Goering, and branded Jews as un-American agitators who used their alleged power to attain their parochial ends.",Lindbergh was publicly supportive of Hitler.,0,mnli_106582
Two men overlooking a construction site where they are starting to level.,two men standing,0,snli_53910
"The Lawyers Trust Fund and LAP aim, respectively, to improve legal services to the poor to provide equal justice under the law, and to increase public confidence in the administration of justice, Chief Justice Mary Ann G. McMorrow said.",Legal services for the poor weren't improved until the 1980s.,1,mnli_209443
A band performs in a dimly lit setting.,There are musical instruments in the photo.,0,snli_407387
Two smiling boys with goggles on play in an inflatable swimming pool with water up to their waists.,Two smiling boys with goggles,0,snli_86104
An elderly woman carrying plants on a long bridge over the river.,An old woman is carrying plants.,0,snli_430518
"Last year, the Belgian secretary-general of NATO had to quit over charges that his Flemish Socialist Party accepted $50 million in bribes from a defense contractor.",The Belgian Secretary General of NATO resigned due to charges of accepting bribes. ,0,mnli_11971
A man holding up a stop sign.,A man holding a yield sign.,2,snli_487972
"If outcome data are not available (for example, the agency has not agreed on outcome measures for the program, the agency is unable to collect reliable outcome data or the outcomes will not occur for several years), output data that best provide indications of the intended program outcomes shall be used to justify continued treatment of expenses as investments until outcome data are available.",If outcome data is not available then no data should be used at all.,2,mnli_177389
"4 For a fuller articulation of these goals, see LSC Program Letters 98-1, 98-6, and 2000-7, and Strategic Directions 2000-2005, adopted by the LSC Board of Directors on January 28, 2000.",The goals were mentioned in the program letters.,0,mnli_131240
"And I ”I, too, have an instinct. ",I have instinct as much as anyone here.,1,mnli_41619
I first became involved in the work of the ABA when I was appointed to the Standing Committee on Lawyers' Public Service Responsibility.,I was never appointed to a standing committee.,2,mnli_162824
A female kicking a soccer ball while in front of a soccer goal.,The woman is playing soccer.,0,snli_273525
A woman is walking in the city holding a shopping bag.,The woman has a bag filled with fruit from the market.,1,snli_142800
and i i really think that we're we're falling by the wayside with not incarcerating these people,The people need to be punished. ,1,mnli_134780
"Because 157 she wished to destroy something, and could think of no other way. ",Because burning it was the only viable option for destroying it.,1,mnli_352031
"A boy in a gray t-shirt, brown hair, holding two large cucumbers.",A funny human with clothing,1,snli_276845
They called it the voice of the Old One.,They were familiar with the sound and heard it before.,1,mnli_240125
What appears to be a street performer (likely some motivational speaker or instrumentalist) in a train station.,A violinist is waiting for a train.,1,snli_298313
Krakew was better positioned for trade and also less vulnerable to attacks from the Czechs and Germans.,Krakew's population doubled in size during World War II.,1,mnli_303448
People are racing down a road on skateboards.,The people are racing.,0,snli_59963
A skateboarder on a ramp.,There is no ramp.,2,snli_157697
This is two belly dancers in mid dance.,Two belly dancers are dancing slowly.,1,snli_312258
"Behind Mt.Rokko is Arima Onsen, one of Japan's oldest hot-spring resorts.",The Arima Onsen was rebuilt to be completely new.,2,mnli_107855
Two women buying baked goods from a man at a market.,Two women bought some cupcakes.,1,snli_528678
In one morning you can get to know just about everybody in this unassuming island capital.,There are so many people living in the capital that it would be impossible to meet them all.  ,2,mnli_108665
Three people pose with their political signs out in public.,The people are in a private setting.,2,snli_115428
A woman wearing a skirt is reading a book on a stone bench.,the woman is a seductress,1,snli_480432
And all expenses paid! ,All costs have been met!,0,mnli_253527
A person skis down a snowy hill.,A person skis.,0,snli_169183
"a female wearing a shawl around her shoulders, sits upon a tree in a green meadow and reads.",The man sits in the swimming pool and reads the paper.,2,snli_238683
"A baby, holding a toy, cries.",A baby is crying,0,snli_143430
A woman paddles a boat down a river.,A woman is sleeping on a boat.,2,snli_52341
"Pull him so out of hiding in the rocks """,He's hiding in the rocks - pull him out.,0,mnli_293531
A man is talking to someone in a car.,The man is talking to his son.,1,snli_305680
One man shoveling sand while another looks on.,Two men drinking a beer in a park.,2,snli_509798
"The style of the crosebeamed roofs and simple wooden frames is the same as that used more than 2,000 years ago, before Chinese architecture exerted its influence when Buddhism arrived here from Korea.",Buddhism was imported from Korea.,0,mnli_324408
Some people watch football on a TV screen in a shop.,The shop has no TVs.,2,snli_355206
"Could it be that ,who so disliked the use of the expression there you go, has confused that phrase with off you go?",The expression there you go is confused with off you go.,0,mnli_153115
"I'm in a strange, barren, surreal setting and there are lots of snakes.",I am scared half to death in this place with all the snakes.,1,mnli_7354
"After the battle against the slave lord, the group needed it.",The group battled a slave lord.,0,mnli_92096
An elderly woman sitting in the window of a stone building,There is an old lady sitting outside.,2,snli_43751
"In some limited circumstances, when there is concern that a draft product may be prematurely released, GAO will take extra precautions in obtaining agency comments.",GAO will take extra precautions in certain situations. ,0,mnli_96924
Trolley cars and bus stopped at pedestrian crosswalk.,The busses and trolleys run over people in crosswalks.,2,snli_98920
The large dog is holding a rope in its mouth and the little dog is walking beside it.,The two dogs are walking to their owner to play tug a war.,1,snli_68473
Two boys and a woman are posing for a picture with a canned drink advertisement.,Two girls are dancing.,2,snli_229421
Children in uniforms cross a wide street.,Children in military uniforms cross a wide street to continue trick or treating.,1,snli_405948
yeah every three thousand miles i'll change the oil i've got about ninety four thousand miles on the car right now,"My car has ninety thousand miles on it, and I change the oil every three thousand miles.",0,mnli_241192
Whittington was speaking.,Whittington sat silently.,2,mnli_177939
"(Both radios are sold through mail-order, the Bose from [800] 681-BOSE, the Cambridge SoundWorks from [800] FOR-HIFI.)",Both radios are sold through mail-order.,0,mnli_333145
"I should have a great objection to dying. He had got them puzzled, he saw that by the look on his captor's face.",The captors solemnly nodded as he signaled his willingness to submit to death.,2,mnli_123073
Members of two opposing teams clash over the hockey puck.,The people are enjoying the sport.,1,snli_61593
A boy is squatting in front of an empty net while others stand around a bouncy castle behind him.,Donkey drinks to much and robs a bank,2,snli_541503
it looks to be a glass maker heating up some glass to make something while visitors in the background watch him,A glass maker decided to stay home with the flu.,2,snli_77500
The odd Mullick still hangs around to play Chopin in the ballroom or billiards in the parlor.,The occasional Mullick used to be around but not anymore.,2,mnli_125539
A man in a green shirt is standing between two cars holding up 3 fingers.,A man is standing between pink sports cars.,1,snli_549179
yeah we used to like watching my my folks lived down in Beaumont and uh on on the campus of Lamar University they used to house the the Beaumont Golden Gators who were a double A team for the Padres i think but uh they they were fun games to watch,The Beaumont Golden Gators were among the best teams of their league.,1,mnli_334997
Stretched image of a brown dog with a white patch of fur in his chest area sitting in the grass with trees in the background.,The brown dog is running around chasing a bird.,2,snli_471943
Pedestrians are waiting to cross the street at a crosswalk.,People are standing in front of the parked cars.,1,snli_491850
"We will proceed to the chateau, and study matters on the spot. ",We stayed put. ,2,mnli_248217
Pointless now.',There is plenty of meaning. ,2,mnli_205118
"Despite achieving their primary goals, Mexican students are still on strike.",The primary goals of mexican students included getting an excellent GPA and internships.,1,mnli_373923
"A little girl stands in a puddle on the concrete, shrowded in darkness.","Surrounded by darkness, the little girl standing on the concrete is in a puddle.",0,snli_214514
Two people are throwing a black garbage back into a green dumpster.,Tall humans throwing.,1,snli_127623
A man sitting down talking on a cellphone.,A man is sleeping.,2,snli_165647
"Abandoning European dress for his now legendary white cotton dhoti (loincloth) and shawl, and drawing spiritual guidance from all the great religions of India, Gandhi became the simple but powerful symbol of India.",Ghandi preferred to wear a suit and tie at all times. ,2,mnli_314844
yes um-hum uh but you know back to the idea of parents i my my personal feelings is that parents need to be taking more responsibility i think the way i like to look at it you know a lot of people look at well whose job is it to teach the kids well it's the school's job i think whose job is it to teach the kids well primarily it's the parents job,I think parents have a greater responsibility in what concerns their children's education than school.,0,mnli_699
a shite dog in an orange life vest looking at a man in a blue shirt while riding in a boat.,The man took his dog for his first boat ride.,1,snli_366924
if you if you can find a deal like that,If you can find a bargain like that.,0,mnli_359974
"A man in a black shirt sits on a chair in front of a table with two monitors, looking through a large pile of papers.",He is taking a break.,2,snli_381876
Two men in hats play banjo and saxophone outside with a hatted man sitting on a bench behind.,The Navy cadets all threw their hats in the air at their graduation ceremony.,2,snli_106079
"A parade with men and women in blue blowing instruments, and beating drums standing in front of a building.",There is a parade with a band.,0,snli_39816
i you know some of the places now um like IBM don't allow even smoking you know in the in the plant we we have designated smoking areas,There is no smoking allow at IBM since it is unsafe.,1,mnli_2085
"This is all new for her, said her owner.","This is all new for her because she has never been to the fair before, said her owner.",1,mnli_193354
"Acrosea narrow channel sits Antiparosetranslated as opposite Parose, with a main settlement which takes you back to the Greek Islands of twenty years ago.",The main settlement takes you back to the Greek Islands of over ten years ago.,0,mnli_15878
"Charles II never saw the palace on which he lavished so much money (the royal coffers expended a57,000, a fortune at the time), but he created the foundation of what we see today, with its amazing ornamental plaster work and carved wood paneling.",Charles II lived in the palace for ten years.,2,mnli_98045
The group of people are all covered by umbrellas.,the people are not covered,2,snli_478815
On the first floor are the main offices of the Yokohama International Tourist Association.,You will not find any offices of Yokohama International Tourist Association on first floor.,2,mnli_212652
"It is a kind of three-card monte, says Olson.",Olson is an expert on card tricks. ,1,mnli_318062
you know i don't know there's something about people coming up through the sofa to get you or something you know it's just you know,I imagine people grabbing me and killing me in my own living room.,1,mnli_86620
Set to open in Jan.,The opening would be delayed till January ,1,mnli_386176
A man in a floral yellow shirt is playing the guitar with a Japanese man on stage.,Some men are on a stage.,0,snli_193391
Girl in a blue sweater holding her own hands.,The girl is dressed modestly,0,snli_29455
The remains of William's solid 11th-century castle house an ex?­cellent collection of Euro?­pean painting in the Mus??e des Beaux-Arts.,Some paintings from places other than Europe are also found in the Musee des Beaux-Arts.,1,mnli_243663
"Conservatives are heartened, though a few winced at his boast that Republican ideas are carrying the day--in Mongolia.",Mongolia is becoming increasingly non-political in all ways.,2,mnli_26862
A man is standing on a subway leaning against a pole.,The man hailed a cab to work this morning.,2,snli_228142
A man in a hat standing in front of a tire shop.,A person in front of a shop.,0,snli_322779
The USDOL reports that the vast majority of H-2A workers come from Mexico.,Most of the H-2A workers are from Mexico according to the USDOL.,0,mnli_302097
"Overall, the Programs staff is pleased with the progress we have made and believe that our work has led to significant improvements in the opportunities for poor people in our country to access legal services.",The Program's employees like what we have done to help the poor in this country.,1,mnli_158170
a cross guard helps people get across the street.,A crossing guard drove his truck too fast.,2,snli_463694
A man is carrying a white pole next to a big fan on the side of the road.,A person carrying a pole,0,snli_152402
A woman in a black top with a shopping bag standing near the train tracks while others read.,She is waiting on the train.,0,snli_521806
"A man in white clothing and an orange sash stands at a cart with a boy in blue jeans as they look over a large stack of green, round produce.",Two people dressed differently are standing near a cart and looking at vegetables.,0,snli_28961
Four people in a wooden house are preparing for some important looking occasion.,Four people get ready for a swim.,2,snli_502616
A man is sitting alone on a couch in a log room.,A man and a women eat dinner in a log room.,2,snli_389686
This man in the kayak is think this kayak is way too small for him.,A man is riding a bicycle.,2,snli_451312
A girl in a blue sweater with a white pattern is jumping into a pile of leaves.,girl is jump into water,1,snli_151461
"An older gentleman, wearing a t-shirt and shorts, is flipping burgers on a large stainless steel gas grill.",The man is cooking hot dogs.,2,snli_345964
A skateboarder grinds down a long rail.,A skateboarder is doing tricks in front of a girl.,1,snli_485255
A man wearing glasses and a blue jacket stands in an outside line among a group of women.,a man is standing,0,snli_395407
Heaney's verse reminded me that everything--even awful newspaper stories--is beautiful when it burns.,Heany said everything is ugly.,2,mnli_300559
A woman gestures to someone while sitting in front of some water.,The woman at the water gestured to someone.,0,snli_177114
Long enough for what? Poirot's smile became rather enigmatical. ,Poirot smiled because he noticed something interesting.,1,mnli_350471
"Building State Justice  A State Planning Report from the Legal Services Corporation, issued in March 2001, highlights the state planning successes of 18 states in developing coordinated plans to increase resources and services to clients statewide.",The eighteen states involved could only succeed because they had federal funding.,1,mnli_199614
"The team should include members who are skilled in the information technology procurement process, understand the technology, and have experience in managing contracts.",The team has to have people who know about the technology and contract management.,0,mnli_382945
uh-huh yeah i work in Lewisville which is just outside of Dallas,Lewisville is a suburb of Dallas. ,0,mnli_377970
"The most spectacular art treasures of the church are its gorgeous Byzantine mosaics, glittering Old Testament scenes high on the walls (don't forget the binoculars), and a triumphant Mary and Jesus enthroned in the apse over the high altar.",There are a number of Byzantine mosaics inside the church. ,0,mnli_9709
"a brown and white dog jumping over a red, yellow and white pole",a dog sleeps soundly,2,snli_165238
"Second, rats are not humans.",The last point: rats are not humans.,1,mnli_10763
A man in a black shirt is playing bowling where the pins are replaced with spray paint cans and there is a graffiti filled wall in the background.,A man plays a game of bowling with spray paint cans.,0,snli_173449
A man jumping a rail on his skateboard.,The man is having fun.,1,snli_396157
uh-huh because i think there're so many parts of the District where it's not very safe to get out and walk,"I really love to go for walks in the District, it is the safest place to be any time of the day.",2,mnli_290126
a couple kisses on a busy sidewalk.,Two men kiss on a busy sidewalk.,1,snli_269561
"For example, the first number in Column (9) shows that in FY 1997 the HH-to-HH or Personal Mail volume was 6.4 billion pieces.",The postal services were overwhelmed by the record volume of mail.,1,mnli_240669
wow that that just doesn't seem to make make any sense why if you have to tax something for something you already own,That makes perfect sense!,2,mnli_137966
"Because we see no sense in causing more financial distress than necessary, we are still under the same roof while we work out the details.",We are still under the same roof while we work out the details so that we don't cause any more financial distress than necessary. ,0,mnli_69600
A five man band is rehearsing.,A band is practicing on Mars.,2,snli_307858
Involving customers is important as well.,Involving customers is important as well.,0,mnli_188015
A fruit and vegetable stand with two men in back of it.,The fruit and vegetable stand sells candy.,2,snli_266229
"Set in the crypt directly beneath the Invalides' soaring golden dome, Napoleon's tomb is awesomely elaborate.",The tomb below Napolean is the crypt.,2,mnli_232755
A brown dog is running through water with a stick in its mouth.,A brown dog is playing fetch with a little boy.,1,snli_355735
A young woman is reclining in a sauna wrapped in a white terry cloth towel.,A woman is in the sauna.,0,snli_378008
